No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
15457,2014,12,5,0,9.0,18.0,7.0,28.0,300.0,44.0,-4.0,1024.0,-25.5,0.0,N,4.7,Tiantan
15458,2014,12,5,1,3.0,12.0,2.0,21.0,300.0,49.0,-5.0,1026.0,-25.1,0.0,NNE,1.8,Tiantan
15459,2014,12,5,2,7.0,12.5,5.0,30.0,350.0,39.5,-5.0,1027.0,-24.6,0.0,NNW,0.9,Tiantan
15460,2014,12,5,3,11.0,13.0,8.0,39.0,400.0,30.0,-5.0,1026.0,-24.0,0.0,N,0.8,Tiantan
15461,2014,12,5,4,9.0,21.0,4.0,37.0,400.0,25.0,-6.0,1022.0,-23.8,0.0,NNW,0.9,Tiantan
15462,2014,12,5,5,8.5,17.0,5.0,35.0,400.0,29.5,-5.0,1025.0,-23.5,0.0,ENE,2.5,Tiantan
15463,2014,12,5,6,8.0,13.0,6.0,33.0,400.0,34.0,-9.0,1025.0,-22.7,0.0,E,0.9,Tiantan
15464,2014,12,5,7,4.0,19.0,6.0,50.0,500.0,16.0,-9.0,1027.0,-22.4,0.0,NW,0.9,Tiantan
15465,2014,12,5,8,8.0,24.5,8.0,52.0,600.0,18.0,-5.0,1023.0,-23.0,0.0,NNW,1.8,Tiantan
15466,2014,12,5,9,12.0,30.0,10.0,54.0,700.0,20.0,-4.0,1025.0,-24.3,0.0,N,2.3,Tiantan
15467,2014,12,5,10,13.0,25.0,10.0,47.0,700.0,27.0,-1.0,1026.0,-21.8,0.0,NNW,1.9,Tiantan
15468,2014,12,5,11,12.5,24.0,10.0,41.0,600.0,34.5,1.0,1021.0,-22.1,0.0,NW,2.9,Tiantan
15469,2014,12,5,12,12.0,23.0,10.0,35.0,500.0,42.0,2.0,1021.0,-22.8,0.0,N,4.7,Tiantan
15470,2014,12,5,13,3.0,21.0,9.0,24.0,400.0,53.0,3.0,1022.0,-22.0,0.0,NNW,2.7,Tiantan
15471,2014,12,5,14,8.0,20.5,9.0,26.0,400.0,53.5,3.0,1020.0,-22.8,0.0,NNW,2.8,Tiantan
15472,2014,12,5,15,13.0,20.0,9.0,28.0,400.0,54.0,3.0,1022.0,-22.8,0.0,NW,2.2,Tiantan
15473,2014,12,5,16,11.0,27.0,5.0,26.0,300.0,56.0,3.0,1019.0,-22.8,0.0,WNW,3.6,Tiantan
15474,2014,12,5,17,48.0,92.0,23.5,60.5,1000.0,32.5,3.0,1022.0,-21.2,0.0,NW,1.8,Tiantan
15475,2014,12,5,18,85.0,157.0,42.0,95.0,1700.0,9.0,0.0,1021.0,-20.3,0.0,SW,1.0,Tiantan
15476,2014,12,5,19,96.0,141.0,37.0,92.0,1800.0,8.0,-2.0,1023.0,-17.3,0.0,W,1.5,Tiantan
15477,2014,12,5,20,97.5,144.5,39.5,92.0,1900.0,8.0,-1.0,1018.0,-17.3,0.0,WSW,2.2,Tiantan
15478,2014,12,5,21,99.0,148.0,42.0,92.0,2000.0,8.0,-1.0,1023.0,-16.8,0.0,W,2.3,Tiantan
15479,2014,12,5,22,109.0,151.0,41.0,95.0,2100.0,8.0,-4.0,1021.0,-17.9,0.0,ESE,1.1,Tiantan
15480,2014,12,5,23,109.0,160.5,31.5,89.0,2200.0,7.5,-6.0,1021.0,-17.2,0.0,S,0.5,Tiantan
15481,2014,12,6,0,109.0,170.0,22.0,83.0,2300.0,7.0,-7.0,1023.0,-15.7,0.0,NE,1.7,Tiantan
15482,2014,12,6,1,114.0,153.0,14.0,78.0,2300.0,7.0,-7.0,1023.0,-16.7,0.0,ENE,1.3,Tiantan
15483,2014,12,6,2,111.0,134.5,19.0,82.0,2350.0,7.0,-8.0,1019.0,-16.6,0.0,ENE,1.3,Tiantan
15484,2014,12,6,3,108.0,116.0,24.0,86.0,2400.0,7.0,-8.0,1024.0,-17.6,0.0,ESE,0.9,Tiantan
15485,2014,12,6,4,77.0,81.0,20.0,75.0,1900.0,9.0,-8.0,1023.0,-17.6,0.0,ENE,0.8,Tiantan
15486,2014,12,6,5,51.5,53.5,18.5,70.0,1500.0,7.5,-9.0,1021.0,-17.1,0.0,NE,1.2,Tiantan
15487,2014,12,6,6,26.0,26.0,17.0,65.0,1100.0,6.0,-5.0,1023.0,-18.8,0.0,NE,1.5,Tiantan
15488,2014,12,6,7,19.0,24.0,8.0,58.0,1000.0,6.0,-6.0,1020.0,-19.0,0.0,ESE,0.9,Tiantan
15489,2014,12,6,8,22.5,31.0,11.0,63.0,1100.0,7.0,-8.0,1025.0,-18.1,0.0,E,0.8,Tiantan
15490,2014,12,6,9,26.0,38.0,14.0,68.0,1200.0,8.0,-4.0,1022.0,-18.3,0.0,NW,1.9,Tiantan
15491,2014,12,6,10,24.0,27.0,18.0,65.0,1000.0,15.0,0.0,1026.0,-18.7,0.0,NE,2.0,Tiantan
15492,2014,12,6,11,19.0,20.5,15.0,54.5,750.0,27.5,2.0,1021.0,-19.9,0.0,ENE,2.0,Tiantan
15493,2014,12,6,12,14.0,14.0,12.0,44.0,500.0,40.0,3.0,1023.0,-20.4,0.0,SE,1.4,Tiantan
15494,2014,12,6,13,21.0,21.0,17.0,41.0,500.0,44.0,3.0,1020.0,-20.4,0.0,ESE,1.4,Tiantan
15495,2014,12,6,14,26.0,33.0,19.5,55.5,700.0,35.0,3.0,1017.0,-20.4,0.0,E,1.4,Tiantan
15496,2014,12,6,15,31.0,45.0,22.0,70.0,900.0,26.0,3.0,1022.0,-18.4,0.0,SE,2.2,Tiantan
15497,2014,12,6,16,44.0,62.0,22.0,85.0,1000.0,17.0,2.0,1021.0,-18.7,0.0,SE,1.1,Tiantan
15498,2014,12,6,17,46.0,72.0,22.0,87.5,1050.0,13.0,2.0,1023.0,-18.1,0.0,SSE,1.2,Tiantan
15499,2014,12,6,18,48.0,82.0,22.0,90.0,1100.0,9.0,1.0,1021.0,-17.9,0.0,ESE,1.2,Tiantan
15500,2014,12,6,19,56.0,75.0,19.0,85.0,1200.0,9.0,0.0,1020.0,-17.3,0.0,ESE,0.9,Tiantan
15501,2014,12,6,20,77.0,121.5,39.0,87.5,2150.0,10.0,1.0,1023.0,-13.9,0.0,SSE,1.5,Tiantan
15502,2014,12,6,21,98.0,168.0,59.0,90.0,3100.0,11.0,0.0,1024.0,-14.0,0.0,ESE,1.7,Tiantan
15503,2014,12,6,22,76.0,107.0,48.0,83.0,2400.0,9.0,-1.0,1019.0,-14.2,0.0,ESE,0.5,Tiantan
15504,2014,12,6,23,71.5,93.0,42.5,80.0,2050.0,9.0,-1.0,1022.0,-13.9,0.0,E,0.6,Tiantan
15505,2014,12,7,0,67.0,79.0,37.0,77.0,1700.0,9.0,-1.0,1024.0,-15.6,0.0,ESE,1.5,Tiantan
15506,2014,12,7,1,94.0,118.0,50.0,77.0,1600.0,12.0,-1.0,1022.0,-12.9,0.0,ESE,1.7,Tiantan
15507,2014,12,7,2,80.5,102.5,43.5,73.5,1850.0,10.5,0.0,1021.0,-9.5,0.0,ESE,1.6,Tiantan
15508,2014,12,7,3,67.0,87.0,37.0,70.0,2100.0,9.0,-1.0,1021.0,-8.9,0.0,E,1.3,Tiantan
15509,2014,12,7,4,49.0,67.0,39.0,71.0,2100.0,7.0,-1.0,1023.0,-8.9,0.0,ENE,1.4,Tiantan
15510,2014,12,7,5,48.0,65.0,37.0,69.5,2100.0,6.5,-2.0,1019.0,-9.0,0.0,E,1.3,Tiantan
15511,2014,12,7,6,47.0,63.0,35.0,68.0,2100.0,6.0,-4.0,1020.0,-8.3,0.0,ESE,1.0,Tiantan
15512,2014,12,7,7,43.0,66.0,14.0,61.0,1900.0,6.0,-3.0,1022.0,-6.3,0.0,NE,1.0,Tiantan
15513,2014,12,7,8,44.5,80.0,9.0,57.5,1950.0,7.0,-5.0,1021.0,-7.6,0.0,N,0.7,Tiantan
15514,2014,12,7,9,46.0,94.0,4.0,54.0,2000.0,8.0,-1.0,1020.0,-3.7,0.0,E,1.0,Tiantan
15515,2014,12,7,10,65.0,102.0,36.0,81.0,2700.0,11.0,0.0,1023.0,-4.3,0.0,E,0.9,Tiantan
15516,2014,12,7,11,49.0,67.5,29.5,63.5,1850.0,22.0,2.0,1020.0,-16.5,0.0,NW,5.2,Tiantan
15517,2014,12,7,12,33.0,33.0,23.0,46.0,1000.0,33.0,3.0,1019.0,-19.7,0.0,NW,4.1,Tiantan
15518,2014,12,7,13,16.0,35.0,8.0,16.0,300.0,52.0,3.0,1024.0,-21.2,0.0,NW,5.6,Tiantan
15519,2014,12,7,14,11.5,39.0,7.0,16.5,300.0,52.5,3.0,1018.0,-20.4,0.0,WNW,4.5,Tiantan
15520,2014,12,7,15,7.0,43.0,6.0,17.0,300.0,53.0,3.0,1018.0,-19.7,0.0,NW,3.4,Tiantan
15521,2014,12,7,16,6.0,44.0,7.0,21.0,300.0,50.0,3.0,1020.0,-17.8,0.0,NW,5.3,Tiantan
15522,2014,12,7,17,10.0,36.0,9.5,24.5,300.0,48.0,3.0,1024.0,-16.2,0.0,NW,3.6,Tiantan
15523,2014,12,7,18,14.0,28.0,12.0,28.0,300.0,46.0,3.0,1026.0,-15.2,0.0,NW,3.1,Tiantan
15524,2014,12,7,19,8.0,30.0,15.0,33.0,400.0,40.0,2.0,1025.0,-15.5,0.0,NW,3.1,Tiantan
15525,2014,12,7,20,13.0,28.5,11.0,40.0,500.0,31.0,1.0,1023.0,-16.4,0.0,N,2.5,Tiantan
15526,2014,12,7,21,18.0,27.0,7.0,47.0,600.0,22.0,1.0,1024.0,-15.5,0.0,NNW,1.3,Tiantan
15527,2014,12,7,22,11.0,26.0,9.0,46.0,600.0,23.0,1.0,1026.0,-15.5,0.0,NNW,1.7,Tiantan
15528,2014,12,7,23,9.5,23.5,8.5,51.0,550.0,21.0,0.0,1024.0,-16.0,0.0,NNE,1.9,Tiantan
15529,2014,12,8,0,8.0,21.0,8.0,56.0,500.0,19.0,0.0,1025.0,-15.2,0.0,N,1.1,Tiantan
15530,2014,12,8,1,11.0,24.0,7.0,50.0,500.0,21.0,-1.0,1029.0,-15.6,0.0,NW,1.5,Tiantan
15531,2014,12,8,2,9.0,19.5,8.5,42.0,450.0,27.5,-1.0,1025.0,-15.6,0.0,NNE,1.1,Tiantan
15532,2014,12,8,3,7.0,15.0,10.0,34.0,400.0,34.0,-1.0,1026.0,-14.9,0.0,N,1.2,Tiantan
15533,2014,12,8,4,13.0,15.0,11.0,43.0,500.0,24.0,-1.0,1029.0,-15.6,0.0,NNE,1.7,Tiantan
15534,2014,12,8,5,14.0,17.5,13.5,41.5,550.0,24.5,-2.0,1030.0,-15.5,0.0,NNE,2.7,Tiantan
15535,2014,12,8,6,15.0,20.0,16.0,40.0,600.0,25.0,-5.0,1027.0,-16.5,0.0,NE,1.2,Tiantan
15536,2014,12,8,7,7.0,24.0,14.0,51.0,600.0,12.0,-6.0,1026.0,-16.6,0.0,SW,0.7,Tiantan
15537,2014,12,8,8,14.0,40.5,17.5,58.0,750.0,10.0,-5.0,1029.0,-16.0,0.0,NNE,1.8,Tiantan
15538,2014,12,8,9,21.0,57.0,21.0,65.0,900.0,8.0,-2.0,1029.0,-16.2,0.0,N,0.9,Tiantan
15539,2014,12,8,10,11.0,40.0,22.0,67.0,1000.0,11.0,0.0,1033.0,-15.2,0.0,E,1.9,Tiantan
15540,2014,12,8,11,38.0,67.0,34.5,64.5,1200.0,16.5,1.0,1028.0,-14.3,0.0,NE,1.2,Tiantan
15541,2014,12,8,12,65.0,94.0,47.0,62.0,1400.0,22.0,2.0,1031.0,-14.2,0.0,ESE,1.2,Tiantan
15542,2014,12,8,13,81.0,113.0,54.0,61.0,1500.0,30.0,3.0,1031.0,-12.5,0.0,WSW,3.9,Tiantan
15543,2014,12,8,14,82.0,115.5,46.0,55.0,1400.0,39.5,3.0,1031.0,-14.2,0.0,SSW,3.2,Tiantan
15544,2014,12,8,15,83.0,118.0,38.0,49.0,1300.0,49.0,3.0,1025.0,-13.3,0.0,SW,1.5,Tiantan
15545,2014,12,8,16,100.0,140.0,48.0,54.0,1500.0,50.0,3.0,1027.0,-12.5,0.0,SW,1.5,Tiantan
15546,2014,12,8,17,93.5,126.0,39.5,64.0,1550.0,36.0,2.0,1031.0,-12.3,0.0,SW,1.3,Tiantan
15547,2014,12,8,18,87.0,112.0,31.0,74.0,1600.0,22.0,1.0,1032.0,-13.1,0.0,S,1.0,Tiantan
15548,2014,12,8,19,86.8,108.9,24.4,83.9,1700.0,7.2,-1.0,1030.0,-12.9,0.0,SSE,0.8,Tiantan
15549,2014,12,8,20,82.9,106.95,21.7,84.95,1800.0,6.6,-4.0,1033.0,-12.9,0.0,ESE,0.7,Tiantan
15550,2014,12,8,21,79.0,105.0,19.0,86.0,1900.0,6.0,-5.0,1031.0,-12.4,0.0,SE,0.8,Tiantan
15551,2014,12,8,22,88.0,113.0,20.0,86.0,2000.0,6.0,-6.0,1030.0,-12.9,0.0,ESE,1.0,Tiantan
15552,2014,12,8,23,98.5,129.5,20.5,86.0,2400.0,6.5,-6.0,1035.0,-12.9,0.0,ENE,0.1,Tiantan
15553,2014,12,9,0,109.0,146.0,21.0,86.0,2800.0,7.0,-5.0,1031.0,-11.4,0.0,ENE,1.5,Tiantan
15554,2014,12,9,1,117.0,152.0,18.0,80.0,2800.0,7.0,-5.0,1034.0,-11.0,0.0,NE,1.2,Tiantan
15555,2014,12,9,2,126.0,158.0,17.0,78.5,3050.0,7.0,-6.0,1034.0,-11.3,0.0,NE,1.2,Tiantan
15556,2014,12,9,3,135.0,164.0,16.0,77.0,3300.0,7.0,-6.0,1029.0,-10.6,0.0,NE,1.6,Tiantan
15557,2014,12,9,4,194.0,261.0,29.0,114.0,6000.0,15.0,-6.0,1029.0,-9.4,0.0,ENE,1.1,Tiantan
15558,2014,12,9,5,206.0,262.0,20.0,100.5,5950.0,13.5,-7.0,1033.0,-10.2,0.0,ENE,1.9,Tiantan
15559,2014,12,9,6,218.0,263.0,11.0,87.0,5900.0,12.0,-8.0,1033.0,-10.5,0.0,ENE,0.8,Tiantan
15560,2014,12,9,7,224.0,277.0,9.0,84.0,5900.0,11.0,-8.0,1034.0,-10.7,0.0,ENE,1.2,Tiantan
15561,2014,12,9,8,226.0,296.0,12.0,85.0,5850.0,10.5,-7.0,1030.0,-10.4,0.0,ENE,1.3,Tiantan
15562,2014,12,9,9,228.0,315.0,15.0,86.0,5800.0,10.0,-6.0,1034.0,-9.7,0.0,ENE,1.6,Tiantan
15563,2014,12,9,10,242.0,400.0,32.0,100.0,5600.0,10.0,-5.0,1032.0,-9.1,0.0,E,1.3,Tiantan
15564,2014,12,9,11,252.0,372.0,50.0,114.5,5400.0,9.5,-4.0,1031.0,-8.7,0.0,ENE,1.0,Tiantan
15565,2014,12,9,12,262.0,344.0,68.0,129.0,5200.0,9.0,-2.0,1031.0,-7.9,0.0,NE,1.3,Tiantan
15566,2014,12,9,13,284.0,382.0,70.0,146.0,5500.0,9.0,-2.0,1029.0,-8.5,0.0,ENE,1.4,Tiantan
15567,2014,12,9,14,289.0,377.5,78.5,147.5,5300.0,8.5,-1.0,1025.0,-7.8,0.0,E,0.9,Tiantan
15568,2014,12,9,15,294.0,373.0,87.0,149.0,5100.0,8.0,-1.0,1025.0,-8.0,0.0,NNE,1.2,Tiantan
15569,2014,12,9,16,299.0,366.0,88.0,149.0,5100.0,8.0,0.0,1029.0,-7.5,0.0,NNE,1.6,Tiantan
15570,2014,12,9,17,303.0,383.0,78.0,149.5,5900.0,8.0,-1.0,1025.0,-8.2,0.0,E,1.0,Tiantan
15571,2014,12,9,18,307.0,400.0,68.0,150.0,6700.0,8.0,-1.0,1025.0,-8.0,0.0,N,0.7,Tiantan
15572,2014,12,9,19,295.0,407.0,82.0,150.0,6800.0,9.0,-1.0,1025.0,-8.0,0.0,NE,1.2,Tiantan
15573,2014,12,9,20,295.0,387.0,78.0,144.0,6700.0,8.5,-1.0,1024.0,-8.2,0.0,E,1.0,Tiantan
15574,2014,12,9,21,295.0,367.0,74.0,138.0,6600.0,8.0,-1.0,1028.0,-8.2,0.0,ENE,0.8,Tiantan
15575,2014,12,9,22,283.0,365.0,72.0,137.0,6700.0,9.0,-1.0,1027.0,-8.7,0.0,E,0.8,Tiantan
15576,2014,12,9,23,285.0,371.5,89.0,141.0,6700.0,9.0,-1.0,1026.0,-8.5,0.0,NNE,1.3,Tiantan
15577,2014,12,10,0,287.0,378.0,106.0,145.0,6700.0,9.0,-1.0,1025.0,-8.5,0.0,ENE,1.6,Tiantan
15578,2014,12,10,1,264.0,358.0,96.0,136.0,6500.0,8.0,-1.0,1025.0,-8.0,0.0,ESE,1.2,Tiantan
15579,2014,12,10,2,278.0,353.5,54.0,121.5,5800.0,8.5,-2.0,1021.0,-8.7,0.0,ENE,0.6,Tiantan
15580,2014,12,10,3,292.0,349.0,12.0,107.0,5100.0,9.0,-2.0,1023.0,-7.9,0.0,ENE,1.3,Tiantan
15581,2014,12,10,4,269.0,304.0,16.0,103.0,5000.0,13.0,-4.0,1020.0,-8.1,0.0,E,0.9,Tiantan
15582,2014,12,10,5,248.5,278.0,12.0,101.5,5150.0,12.0,-6.0,1023.0,-9.1,0.0,S,0.8,Tiantan
15583,2014,12,10,6,228.0,252.0,8.0,100.0,5300.0,11.0,-6.0,1020.0,-8.3,0.0,NE,0.4,Tiantan
15584,2014,12,10,7,225.0,269.0,6.0,105.0,5400.0,11.0,-6.0,1022.0,-7.8,0.0,ENE,1.0,Tiantan
15585,2014,12,10,8,212.0,268.0,11.0,103.0,5000.0,10.5,-6.0,1024.0,-7.4,0.0,WNW,0.7,Tiantan
15586,2014,12,10,9,199.0,267.0,16.0,101.0,4600.0,10.0,2.0,1020.0,-9.6,0.0,NW,2.1,Tiantan
15587,2014,12,10,10,71.0,214.0,31.0,56.0,1300.0,16.0,3.0,1022.0,-14.2,0.0,NW,8.2,Tiantan
15588,2014,12,10,11,55.5,249.0,19.0,39.5,800.0,31.0,3.0,1022.0,-16.2,0.0,NW,5.7,Tiantan
15589,2014,12,10,12,40.0,284.0,7.0,23.0,300.0,46.0,3.0,1021.0,-19.1,0.0,NW,6.4,Tiantan
15590,2014,12,10,13,38.0,279.0,2.0,18.0,200.0,58.0,3.0,1020.0,-19.7,0.0,NW,9.9,Tiantan
15591,2014,12,10,14,31.0,246.5,2.0,17.5,200.0,61.5,3.0,1020.0,-20.4,0.0,NW,7.6,Tiantan
15592,2014,12,10,15,24.0,214.0,2.0,17.0,200.0,65.0,3.0,1023.0,-19.7,0.0,WNW,9.1,Tiantan
15593,2014,12,10,16,11.0,236.0,3.0,17.0,200.0,65.0,3.0,1021.0,-19.1,0.0,NW,6.7,Tiantan
15594,2014,12,10,17,11.0,171.5,2.5,19.5,200.0,62.0,2.0,1026.0,-17.5,0.0,WNW,5.2,Tiantan
15595,2014,12,10,18,11.0,107.0,2.0,22.0,200.0,59.0,1.0,1024.0,-16.9,0.0,NW,3.6,Tiantan
15596,2014,12,10,19,11.0,49.0,2.0,22.0,200.0,57.0,1.0,1025.0,-16.9,0.0,NW,7.4,Tiantan
15597,2014,12,10,20,10.5,35.5,2.0,22.0,200.0,56.0,0.0,1029.0,-17.7,0.0,NW,5.7,Tiantan
15598,2014,12,10,21,10.0,22.0,2.0,22.0,200.0,55.0,0.0,1029.0,-16.8,0.0,NW,3.5,Tiantan
15599,2014,12,10,22,7.0,14.0,2.0,21.0,200.0,55.0,-2.0,1028.0,-16.5,0.0,NE,0.1,Tiantan
15600,2014,12,10,23,8.0,11.5,3.0,21.5,200.0,53.0,-2.0,1026.0,-16.9,0.0,NNE,1.0,Tiantan
15601,2014,12,11,0,9.0,9.0,4.0,22.0,200.0,51.0,-2.0,1031.0,-16.5,0.0,NNE,0.8,Tiantan
15602,2014,12,11,1,5.0,7.0,9.0,27.0,300.0,46.0,-2.0,1027.0,-16.5,0.0,NE,1.7,Tiantan
15603,2014,12,11,2,7.0,8.0,11.0,26.0,350.0,47.0,-2.0,1027.0,-16.5,0.0,NW,2.3,Tiantan
15604,2014,12,11,3,9.0,9.0,13.0,25.0,400.0,48.0,-2.0,1030.0,-16.5,0.0,NW,3.1,Tiantan
15605,2014,12,11,4,5.0,5.0,12.0,24.0,300.0,50.0,-2.0,1027.0,-16.5,0.0,N,2.4,Tiantan
15606,2014,12,11,5,6.0,6.0,11.5,33.0,350.0,40.5,-4.0,1031.0,-18.3,0.0,N,1.6,Tiantan
15607,2014,12,11,6,7.0,7.0,11.0,42.0,400.0,31.0,-4.0,1031.0,-17.9,0.0,NW,3.5,Tiantan
15608,2014,12,11,7,10.0,10.0,17.0,46.0,500.0,27.0,-4.0,1028.0,-18.3,0.0,NW,4.5,Tiantan
15609,2014,12,11,8,10.5,12.0,18.5,50.0,600.0,24.5,-3.0,1031.0,-17.4,0.0,WNW,5.1,Tiantan
15610,2014,12,11,9,11.0,14.0,20.0,54.0,700.0,22.0,-2.0,1030.0,-16.5,0.0,NNW,3.8,Tiantan
15611,2014,12,11,10,7.0,13.0,17.0,46.0,600.0,31.0,0.0,1030.0,-16.8,0.0,NNW,2.5,Tiantan
15612,2014,12,11,11,10.5,13.5,13.5,41.0,550.0,38.0,1.0,1027.0,-16.9,0.0,NNW,2.5,Tiantan
15613,2014,12,11,12,14.0,14.0,10.0,36.0,500.0,45.0,2.0,1027.0,-17.5,0.0,NNW,3.3,Tiantan
15614,2014,12,11,13,7.0,7.0,4.0,24.0,300.0,60.0,3.0,1025.0,-19.1,0.0,WNW,3.0,Tiantan
15615,2014,12,11,14,11.0,16.5,4.5,26.0,350.0,62.0,3.0,1023.0,-19.1,0.0,WNW,2.4,Tiantan
15616,2014,12,11,15,15.0,26.0,5.0,28.0,400.0,64.0,4.0,1020.0,-18.9,0.0,SW,2.1,Tiantan
15617,2014,12,11,16,22.0,46.0,14.0,33.0,500.0,64.0,3.0,1021.0,-17.3,0.0,WSW,2.6,Tiantan
15618,2014,12,11,17,46.5,76.0,24.5,46.0,750.0,52.0,1.0,1022.0,-16.9,0.0,WSW,2.8,Tiantan
15619,2014,12,11,18,71.0,106.0,35.0,59.0,1000.0,40.0,1.0,1024.0,-15.1,0.0,WSW,2.6,Tiantan
15620,2014,12,11,19,60.0,90.0,28.0,69.0,1000.0,24.0,1.0,1022.0,-14.3,0.0,W,2.6,Tiantan
15621,2014,12,11,20,54.0,79.0,24.0,66.5,950.0,23.5,1.0,1026.0,-14.3,0.0,W,2.2,Tiantan
15622,2014,12,11,21,48.0,68.0,20.0,64.0,900.0,23.0,1.0,1027.0,-20.7,0.0,NW,5.5,Tiantan
15623,2014,12,11,22,4.0,97.0,3.0,15.0,200.0,61.0,0.0,1029.0,-20.9,0.0,WNW,5.7,Tiantan
15624,2014,12,11,23,4.5,65.0,6.0,15.5,200.0,58.5,0.0,1023.0,-18.7,0.0,WNW,7.3,Tiantan
15625,2014,12,12,0,5.0,33.0,9.0,16.0,200.0,56.0,-1.0,1025.0,-18.6,0.0,NW,6.0,Tiantan
15626,2014,12,12,1,5.0,22.0,10.0,14.0,300.0,53.0,-1.0,1025.0,-19.1,0.0,WNW,5.9,Tiantan
15627,2014,12,12,2,4.5,16.0,8.5,12.5,250.0,55.0,-1.0,1026.0,-19.6,0.0,NW,5.9,Tiantan
15628,2014,12,12,3,4.0,10.0,7.0,11.0,200.0,57.0,-1.0,1026.0,-20.1,0.0,NW,5.9,Tiantan
15629,2014,12,12,4,8.0,10.0,5.0,10.0,200.0,47.0,-2.0,1027.0,-20.9,0.0,NW,3.2,Tiantan
15630,2014,12,12,5,6.5,9.0,3.5,9.5,200.0,47.5,-2.0,1022.0,-20.9,0.0,NW,4.8,Tiantan
15631,2014,12,12,6,5.0,8.0,2.0,9.0,200.0,48.0,-4.0,1024.0,-22.1,0.0,WNW,3.6,Tiantan
15632,2014,12,12,7,3.0,36.0,4.0,18.0,300.0,43.0,-4.0,1027.0,-21.2,0.0,WNW,2.7,Tiantan
15633,2014,12,12,8,6.0,26.0,3.5,21.5,300.0,41.5,-2.0,1026.0,-19.5,0.0,WNW,2.2,Tiantan
15634,2014,12,12,9,9.0,16.0,3.0,25.0,300.0,40.0,-1.0,1023.0,-20.1,0.0,NW,5.8,Tiantan
15635,2014,12,12,10,7.0,15.0,2.0,21.0,300.0,44.0,0.0,1027.0,-20.3,0.0,NW,4.8,Tiantan
15636,2014,12,12,11,5.0,83.5,4.5,18.0,300.0,47.0,1.0,1026.0,-20.1,0.0,NW,3.6,Tiantan
15637,2014,12,12,12,3.0,152.0,7.0,15.0,300.0,50.0,1.0,1020.0,-21.4,0.0,NW,5.6,Tiantan
15638,2014,12,12,13,12.0,88.0,6.0,14.0,300.0,53.0,2.0,1022.0,-21.3,0.0,NNW,3.4,Tiantan
15639,2014,12,12,14,7.5,83.0,6.0,14.0,300.0,54.0,3.0,1019.0,-21.2,0.0,NW,5.6,Tiantan
15640,2014,12,12,15,3.0,78.0,6.0,14.0,300.0,55.0,3.0,1021.0,-20.4,0.0,WNW,4.9,Tiantan
15641,2014,12,12,16,5.0,75.0,6.0,16.0,300.0,53.0,3.0,1021.0,-20.4,0.0,NW,2.7,Tiantan
15642,2014,12,12,17,7.5,67.5,7.0,30.0,400.0,39.5,2.0,1020.0,-21.3,0.0,NW,5.1,Tiantan
15643,2014,12,12,18,10.0,60.0,8.0,44.0,500.0,26.0,2.0,1022.0,-19.9,0.0,NW,1.7,Tiantan
15644,2014,12,12,19,19.0,67.0,10.0,62.0,700.0,10.0,2.0,1023.0,-19.3,0.0,WNW,1.3,Tiantan
15645,2014,12,12,20,25.0,62.5,10.5,61.5,700.0,9.5,-1.0,1026.0,-18.6,0.0,ESE,1.3,Tiantan
15646,2014,12,12,21,31.0,58.0,11.0,61.0,700.0,9.0,-4.0,1025.0,-18.7,0.0,ESE,0.6,Tiantan
15647,2014,12,12,22,10.0,53.0,16.0,39.0,400.0,26.0,0.0,1022.0,-19.2,0.0,WNW,3.3,Tiantan
15648,2014,12,12,23,8.0,49.0,17.0,30.5,350.0,34.0,1.0,1023.0,-18.9,0.0,NE,0.9,Tiantan
15649,2014,12,13,0,6.0,45.0,18.0,22.0,300.0,42.0,1.0,1024.0,-20.1,0.0,NW,2.2,Tiantan
15650,2014,12,13,1,4.0,33.0,14.0,17.0,300.0,47.0,-2.0,1026.0,-17.3,0.0,ENE,1.4,Tiantan
15651,2014,12,13,2,4.0,34.5,12.5,18.5,300.0,45.5,-5.0,1025.0,-18.1,0.0,E,0.7,Tiantan
15652,2014,12,13,3,4.0,36.0,11.0,20.0,300.0,44.0,-5.0,1025.0,-17.8,0.0,NW,0.7,Tiantan
15653,2014,12,13,4,3.0,33.0,5.0,16.0,300.0,48.0,-1.0,1023.0,-18.6,0.0,NNW,0.9,Tiantan
15654,2014,12,13,5,3.0,35.0,6.0,19.5,300.0,44.0,0.0,1023.0,-19.2,0.0,NW,2.6,Tiantan
15655,2014,12,13,6,3.0,37.0,7.0,23.0,300.0,40.0,-1.0,1021.0,-20.6,0.0,NW,1.8,Tiantan
15656,2014,12,13,7,8.0,42.0,9.0,44.0,500.0,19.0,-2.0,1025.0,-18.1,0.0,ENE,1.5,Tiantan
15657,2014,12,13,8,8.0,45.0,9.5,49.5,550.0,15.5,-5.0,1024.0,-17.8,0.0,NE,1.3,Tiantan
15658,2014,12,13,9,8.0,48.0,10.0,55.0,600.0,12.0,-1.0,1027.0,-15.6,0.0,ESE,0.8,Tiantan
15659,2014,12,13,10,41.0,106.0,43.0,60.0,1400.0,15.0,0.0,1025.0,-16.4,0.0,E,1.2,Tiantan
15660,2014,12,13,11,54.0,114.5,37.5,55.5,1350.0,24.0,2.0,1022.0,-17.5,0.0,ESE,2.0,Tiantan
